id,geometry
Florida,"POLYGON ((-79.988487 25.16848, -79.758698 26.578049, -80.261762 28.156525, -81.200816 30.733553, -81.913484 30.920741, -82.240464 30.647024, -84.856373 30.747954, -84.95698 31.042932, -87.648304 31.035743, -87.70702 30.877572, -87.505794 30.632598, -87.505825 30.075506, -87.178832 30.169784, -86.0134 30.060994, -85.645854 29.301878, -84.022364 29.649521, -83.012907 28.815884, -83.26561 27.880689, -82.718676 26.967896, -81.389039 25.400915, -81.752473 25.056111, -82.674355 24.782785, -82.665491 24.40396, -82.151364 24.210077, -80.706492 24.412032, -79.988487 25.16848))"
